data_type,continent,country,demographic,signup_date,day,time_period,job_category,posting_date,region,job_type,skill,demo_type,request_date,event_type,query_date,query_type
promotional event data,South America,Brazil,Academic,2023/11/05,Thursday,Morning (6AM-12PM),Customer Support,2024/09/05,Australia,Contract,Java,Individual,2024/03/24,job posting data,2023/10/07,category query
assistant data,Asia,China,Academic,2024/09/15,Saturday,Night (12AM-6AM),Sales,2023/06/17,Africa,Full-Time,JavaScript,Enterprise,2023/09/01,promotional event data,2023/06/30,job search
job type data,Australia,Australia,Enterprise,2024/09/27,Saturday,Evening (6PM-12AM),Design,2024/10/22,Asia,Part-Time,Java,Individual,2023/01/03,promotional event data,2024/06/14,region search
job type data,South America,Chile,Enterprise,2024/11/30,Saturday,Morning (6AM-12PM),Product Management,2024/12/09,North America,Contract,JavaScript,Small Business,2024/03/03,assistant data,2024/06/12,job search
demographic data,Africa,Kenya,Individual,2023/02/27,Tuesday,Evening (6PM-12AM),Design,2023/07/22,South America,Contract,Java,Enterprise,2024/07/04,job posting data,2024/10/25,job search
job posting data,Africa,South Africa,Startup,2024/01/25,Sunday,Morning (6AM-12PM),Customer Support,2024/11/01,Australia,Part-Time,SQL,Small Business,2024/11/26,assistant data,2023/05/02,region search
user data,North America,Canada,Individual,2023/10/25,Tuesday,Night (12AM-6AM),Marketing,2024/04/22,Asia,Contract,Java,Small Business,2023/05/06,promotional event data,2024/02/17,job search
demographic data,North America,Mexico,Startup,2024/03/29,Thursday,Night (12AM-6AM),Product Management,2024/11/18,North America,Part-Time,Excel,Individual,2024/09/24,assistant data,2024/05/23,category query
job posting data,Australia,Australia,Individual,2024/12/02,Thursday,Night (12AM-6AM),Customer Support,2024/06/12,Africa,Internship,SQL,Academic,2023/08/29,assistant data,2023/06/24,category query
promotional event data,North America,USA,Academic,2024/08/31,Thursday,Morning (6AM-12PM),Engineering,2024/12/10,North America,Internship,Python,Small Business,2024/03/08,promotional event data,2024/10/19,region search
job posting data,Africa,South Africa,Startup,2024/12/04,Monday,Evening (6PM-12AM),Sales,2023/12/11,North America,Full-Time,Java,Academic,2023/06/24,promotional event data,2024/11/20,region search
job type data,Asia,China,Small Business,2024/03/20,Monday,Morning (6AM-12PM),Marketing,2023/02/21,Asia,Contract,C++,Enterprise,2024/08/04,job posting data,2023/06/07,region search
job posting data,South America,Chile,Individual,2023/06/07,Tuesday,Afternoon (12PM-6PM),Marketing,2023/10/05,Asia,Contract,Python,Small Business,2023/07/23,assistant data,2024/07/16,category query
assistant data,Asia,India,Academic,2023/07/04,Thursday,Morning (6AM-12PM),Sales,2023/06/22,Africa,Contract,Java,Enterprise,2023/02/23,assistant data,2023/12/22,job search
demographic data,Australia,Australia,Enterprise,2023/08/30,Saturday,Afternoon (12PM-6PM),Engineering,2023/01/24,South America,Part-Time,Excel,Enterprise,2024/04/10,assistant data,2024/07/04,job search
job posting data,South America,Brazil,Individual,2024/10/04,Sunday,Night (12AM-6AM),Product Management,2024/07/04,Africa,Part-Time,SQL,Individual,2023/11/12,promotional event data,2024/01/22,job search
user data,Asia,India,Academic,2024/01/29,Monday,Afternoon (12PM-6PM),Marketing,2023/08/02,Australia,Full-Time,Python,Enterprise,2023/10/08,promotional event data,2024/09/18,category query
user data,North America,USA,Individual,2024/03/04,Saturday,Afternoon (12PM-6PM),Engineering,2024/08/31,Australia,Contract,Java,Academic,2024/05/20,promotional event data,2023/12/22,category query
assistant data,Australia,Australia,Enterprise,2024/03/06,Wednesday,Afternoon (12PM-6PM),Engineering,2023/01/22,Australia,Internship,C++,Enterprise,2023/12/08,promotional event data,2024/12/25,region search
demographic data,Australia,Australia,Academic,2024/03/20,Sunday,Night (12AM-6AM),Customer Support,2024/04/10,Europe,Contract,JavaScript,Academic,2023/08/19,promotional event data,2024/05/25,category query
assistant data,Australia,Australia,Academic,2023/11/11,Friday,Evening (6PM-12AM),Product Management,2023/03/17,Europe,Full-Time,SQL,Individual,2023/01/11,assistant data,2023/06/23,region search
job posting data,Asia,India,Startup,2023/03/01,Thursday,Evening (6PM-12AM),Product Management,2024/05/05,North America,Full-Time,Java,Individual,2024/04/10,promotional event data,2023/12/10,category query
demographic data,North America,Mexico,Enterprise,2023/03/31,Friday,Morning (6AM-12PM),Product Management,2024/04/05,Australia,Internship,C++,Small Business,2023/09/30,assistant data,2023/06/22,category query
user data,Europe,France,Enterprise,2024/01/08,Friday,Morning (6AM-12PM),Sales,2023/05/07,South America,Internship,Python,Enterprise,2024/07/08,promotional event data,2023/03/13,job search
user data,Europe,UK,Academic,2024/01/24,Monday,Afternoon (12PM-6PM),Marketing,2024/02/02,Europe,Internship,JavaScript,Enterprise,2023/04/19,assistant data,2023/07/14,category query
promotional event data,Europe,France,Individual,2024/08/27,Tuesday,Afternoon (12PM-6PM),Sales,2023/03/14,Africa,Part-Time,C++,Individual,2023/01/21,job posting data,2024/09/18,region search
assistant data,Asia,China,Individual,2023/12/20,Saturday,Morning (6AM-12PM),Design,2024/01/15,South America,Full-Time,C++,Small Business,2023/01/19,promotional event data,2024/11/13,job search
job type data,Europe,Germany,Enterprise,2024/05/22,Monday,Morning (6AM-12PM),Engineering,2024/03/14,South America,Contract,Java,Enterprise,2023/03/05,job posting data,2024/10/24,job search
promotional event data,Asia,India,Startup,2023/12/16,Thursday,Afternoon (12PM-6PM),Design,2023/03/30,North America,Contract,Excel,Individual,2023/10/31,job posting data,2024/09/14,region search
assistant data,Asia,Japan,Enterprise,2024/03/21,Friday,Morning (6AM-12PM),Design,2023/12/09,Europe,Internship,C++,Academic,2023/12/21,job posting data,2023/06/05,region search
job type data,Africa,South Africa,Academic,2023/05/12,Thursday,Night (12AM-6AM),Sales,2023/12/28,Africa,Full-Time,SQL,Small Business,2024/02/03,promotional event data,2024/10/28,category query
assistant data,Australia,Australia,Small Business,2024/11/20,Monday,Afternoon (12PM-6PM),Design,2024/02/06,Australia,Part-Time,C++,Small Business,2023/09/29,promotional event data,2024/12/04,category query
assistant data,Europe,France,Enterprise,2024/07/04,Sunday,Evening (6PM-12AM),Engineering,2023/02/05,Europe,Internship,C++,Small Business,2024/11/25,assistant data,2023/07/20,region search
user data,South America,Chile,Enterprise,2023/07/23,Monday,Night (12AM-6AM),Product Management,2023/04/22,Africa,Contract,Java,Small Business,2023/02/17,job posting data,2023/02/06,region search
demographic data,North America,Mexico,Small Business,2024/08/25,Saturday,Morning (6AM-12PM),Customer Support,2023/05/07,North America,Part-Time,Excel,Academic,2024/09/21,job posting data,2024/09/17,region search
user data,North America,Mexico,Individual,2024/03/29,Wednesday,Evening (6PM-12AM),Design,2024/07/11,North America,Full-Time,Python,Academic,2023/09/09,promotional event data,2023/07/10,category query
job posting data,Asia,India,Individual,2024/12/23,Wednesday,Night (12AM-6AM),Customer Support,2023/03/07,Europe,Part-Time,Excel,Individual,2024/09/04,job posting data,2023/05/14,category query
job posting data,South America,Chile,Startup,2023/08/06,Tuesday,Morning (6AM-12PM),Design,2023/08/30,South America,Contract,SQL,Academic,2023/03/27,promotional event data,2024/08/21,region search
assistant data,North America,Mexico,Small Business,2024/02/07,Monday,Night (12AM-6AM),Design,2023/09/21,Africa,Internship,JavaScript,Small Business,2023/02/12,job posting data,2024/12/14,category query
user data,Africa,South Africa,Small Business,2024/07/12,Monday,Night (12AM-6AM),Sales,2024/03/26,Australia,Internship,Excel,Small Business,2024/07/30,job posting data,2024/08/01,job search
demographic data,Europe,Germany,Enterprise,2024/02/04,Monday,Night (12AM-6AM),Product Management,2023/12/11,Europe,Full-Time,JavaScript,Enterprise,2023/10/29,job posting data,2024/05/18,category query
demographic data,Africa,South Africa,Academic,2024/04/12,Thursday,Evening (6PM-12AM),Customer Support,2024/09/06,Australia,Part-Time,JavaScript,Individual,2024/07/06,promotional event data,2024/06/06,category query
job type data,Asia,China,Small Business,2024/09/20,Saturday,Night (12AM-6AM),Engineering,2023/12/14,Australia,Part-Time,C++,Individual,2024/05/25,promotional event data,2024/02/29,job search
promotional event data,Australia,Australia,Small Business,2024/05/28,Saturday,Night (12AM-6AM),Engineering,2023/10/13,Europe,Full-Time,SQL,Enterprise,2023/06/15,job posting data,2024/10/18,category query
job type data,Asia,India,Enterprise,2023/08/14,Tuesday,Night (12AM-6AM),Customer Support,2024/03/06,Asia,Internship,SQL,Enterprise,2023/07/13,job posting data,2024/02/04,job search
user data,Africa,Nigeria,Startup,2023/02/18,Tuesday,Afternoon (12PM-6PM),Sales,2024/04/20,South America,Full-Time,Python,Enterprise,2024/12/14,promotional event data,2023/07/06,category query
job type data,Asia,India,Academic,2023/03/31,Saturday,Night (12AM-6AM),Customer Support,2024/09/24,Australia,Contract,Java,Academic,2024/01/06,assistant data,2024/05/10,category query
demographic data,Australia,Australia,Startup,2023/08/17,Sunday,Evening (6PM-12AM),Product Management,2024/06/26,Australia,Part-Time,Excel,Small Business,2023/11/04,job posting data,2023/08/12,category query
demographic data,South America,Brazil,Small Business,2023/07/26,Tuesday,Night (12AM-6AM),Sales,2024/08/29,Africa,Part-Time,JavaScript,Academic,2023/10/07,promotional event data,2024/09/07,category query
job type data,Asia,Japan,Enterprise,2023/11/29,Wednesday,Morning (6AM-12PM),Sales,2024/05/25,Europe,Full-Time,JavaScript,Enterprise,2024/11/16,promotional event data,2023/12/04,region search
demographic data,Australia,Australia,Academic,2024/02/08,Saturday,Afternoon (12PM-6PM),Marketing,2023/01/03,South America,Part-Time,SQL,Small Business,2024/02/16,job posting data,2024/12/18,region search
assistant data,North America,Canada,Startup,2023/06/01,Tuesday,Evening (6PM-12AM),Customer Support,2023/04/17,Africa,Full-Time,Java,Individual,2024/06/11,assistant data,2024/03/27,job search
demographic data,South America,Argentina,Individual,2024/07/15,Friday,Afternoon (12PM-6PM),Customer Support,2024/01/23,Europe,Part-Time,JavaScript,Enterprise,2024/01/12,job posting data,2023/01/26,job search
demographic data,Asia,Japan,Startup,2023/11/14,Tuesday,Evening (6PM-12AM),Sales,2024/05/19,Europe,Internship,Python,Academic,2024/05/11,promotional event data,2024/07/31,region search
promotional event data,Australia,Australia,Startup,2024/09/26,Friday,Afternoon (12PM-6PM),Marketing,2024/06/15,South America,Full-Time,C++,Academic,2023/10/16,job posting data,2024/10/18,category query
job type data,Africa,Nigeria,Small Business,2023/12/07,Friday,Morning (6AM-12PM),Sales,2024/06/19,Australia,Internship,Python,Individual,2023/09/08,assistant data,2024/04/25,region search
promotional event data,Africa,Kenya,Enterprise,2023/07/15,Friday,Morning (6AM-12PM),Marketing,2024/11/02,Europe,Part-Time,Python,Individual,2024/05/05,job posting data,2024/09/24,job search
job posting data,Europe,France,Academic,2023/11/05,Wednesday,Morning (6AM-12PM),Design,2023/06/12,South America,Part-Time,Excel,Individual,2023/03/27,assistant data,2023/05/02,category query
demographic data,South America,Chile,Enterprise,2024/01/04,Friday,Morning (6AM-12PM),Customer Support,2023/01/11,Europe,Full-Time,JavaScript,Enterprise,2023/08/25,job posting data,2023/03/02,category query
assistant data,Europe,UK,Individual,2024/05/22,Thursday,Morning (6AM-12PM),Marketing,2024/08/20,Africa,Contract,Java,Enterprise,2023/07/29,promotional event data,2023/12/18,job search
assistant data,North America,Mexico,Individual,2023/08/16,Sunday,Morning (6AM-12PM),Engineering,2023/10/28,Asia,Internship,Java,Enterprise,2023/12/24,assistant data,2023/10/03,region search
demographic data,North America,USA,Startup,2024/05/27,Tuesday,Evening (6PM-12AM),Design,2024/04/13,Africa,Part-Time,C++,Enterprise,2023/02/27,promotional event data,2024/03/27,job search
promotional event data,North America,Canada,Startup,2024/11/22,Monday,Evening (6PM-12AM),Marketing,2024/02/01,South America,Internship,SQL,Individual,2023/07/21,promotional event data,2023/04/18,job search
demographic data,Asia,India,Small Business,2024/09/17,Thursday,Afternoon (12PM-6PM),Customer Support,2023/05/19,South America,Internship,Python,Small Business,2023/09/09,promotional event data,2023/08/19,region search
job posting data,Africa,Kenya,Individual,2024/04/12,Thursday,Evening (6PM-12AM),Engineering,2024/10/19,North America,Contract,JavaScript,Small Business,2023/12/02,job posting data,2024/07/17,region search
demographic data,North America,Canada,Academic,2023/02/27,Friday,Night (12AM-6AM),Sales,2023/04/07,Australia,Internship,Excel,Small Business,2023/08/07,promotional event data,2024/12/27,job search
user data,South America,Chile,Small Business,2023/04/22,Monday,Night (12AM-6AM),Engineering,2023/06/06,Europe,Contract,C++,Enterprise,2023/09/16,assistant data,2024/04/03,job search
job posting data,Europe,France,Small Business,2024/12/26,Sunday,Morning (6AM-12PM),Sales,2023/06/05,Europe,Part-Time,C++,Enterprise,2023/08/06,assistant data,2024/03/20,region search
job type data,Australia,Australia,Individual,2024/03/30,Friday,Afternoon (12PM-6PM),Customer Support,2024/11/26,South America,Full-Time,SQL,Enterprise,2024/07/19,assistant data,2024/06/13,job search
job type data,North America,Mexico,Academic,2024/07/16,Wednesday,Evening (6PM-12AM),Design,2024/11/02,South America,Internship,JavaScript,Small Business,2024/04/26,assistant data,2023/02/25,category query
demographic data,North America,Mexico,Individual,2024/01/10,Thursday,Afternoon (12PM-6PM),Marketing,2023/01/27,Australia,Contract,JavaScript,Individual,2023/05/15,promotional event data,2024/07/26,category query
job type data,Europe,Germany,Small Business,2024/04/20,Wednesday,Morning (6AM-12PM),Engineering,2024/04/12,Australia,Full-Time,SQL,Enterprise,2024/11/04,assistant data,2023/02/09,job search
job type data,Europe,UK,Academic,2023/02/16,Thursday,Night (12AM-6AM),Engineering,2024/03/12,Asia,Full-Time,Java,Individual,2023/01/10,job posting data,2024/08/28,region search
user data,South America,Chile,Individual,2023/08/13,Tuesday,Afternoon (12PM-6PM),Design,2024/09/03,Europe,Full-Time,Java,Small Business,2024/07/27,job posting data,2023/08/23,job search
promotional event data,Europe,UK,Academic,2024/08/27,Thursday,Evening (6PM-12AM),Product Management,2023/08/08,Australia,Internship,SQL,Individual,2023/05/24,job posting data,2023/04/10,region search
demographic data,Australia,Australia,Enterprise,2023/01/21,Tuesday,Morning (6AM-12PM),Product Management,2023/01/10,Asia,Full-Time,C++,Small Business,2024/06/24,assistant data,2023/06/04,category query
promotional event data,South America,Brazil,Enterprise,2023/10/04,Tuesday,Afternoon (12PM-6PM),Customer Support,2023/07/05,Australia,Internship,JavaScript,Small Business,2023/07/25,assistant data,2024/02/08,region search
promotional event data,South America,Brazil,Startup,2023/03/21,Sunday,Morning (6AM-12PM),Marketing,2023/06/07,Africa,Part-Time,Excel,Individual,2024/03/15,assistant data,2023/06/05,region search
job posting data,South America,Brazil,Startup,2023/02/01,Tuesday,Afternoon (12PM-6PM),Sales,2024/01/22,Australia,Full-Time,Java,Individual,2024/11/04,assistant data,2024/01/15,job search
promotional event data,South America,Chile,Individual,2024/10/29,Tuesday,Morning (6AM-12PM),Marketing,2023/06/15,South America,Internship,Python,Academic,2023/11/11,job posting data,2024/04/01,category query
